date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:24:54	51990/51990	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:12%20GMT	http://pixelwibes.com/template/ebazar/html/dist/categorie-list.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/categorie-list.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:54	76825/76825	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:12%20GMT	http://pixelwibes.com/template/ebazar/html/dist/categories-edit.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/categories-edit.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:55	75398/75398	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:12%20GMT	http://pixelwibes.com/template/ebazar/html/dist/categories-add.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/categories-add.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:55	43529/43529	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/order-list.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/order-list.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:55	57202/57202	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/order-details.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/order-details.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:55	46840/46840	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/order-invoices.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/order-invoices.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:55	56865/56865	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:12%20GMT	http://pixelwibes.com/template/ebazar/html/dist/customers.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/customers.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:56	59971/59971	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:12%20GMT	http://pixelwibes.com/template/ebazar/html/dist/customer-detail.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/customer-detail.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:56	46726/46726	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:12%20GMT	http://pixelwibes.com/template/ebazar/html/dist/coupons-list.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/coupons-list.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:56	44399/44399	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:12%20GMT	http://pixelwibes.com/template/ebazar/html/dist/coupon-add.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/coupon-add.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:57	44311/44311	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:12%20GMT	http://pixelwibes.com/template/ebazar/html/dist/coupon-edit.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/coupon-edit.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:57	45131/45131	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/inventory-info.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/inventory-info.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:57	62657/62657	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/purchase.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/purchase.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:57	56386/56386	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/supplier.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/supplier.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:58	52944/52944	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/returns.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/returns.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:58	53019/53019	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/department.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/department.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:58	67756/67756	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/invoices.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/invoices.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:58	57643/57643	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/expenses.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/expenses.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:59	47256/47256	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/salaryslip.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/salaryslip.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:59	44300/44300	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:12%20GMT	http://pixelwibes.com/template/ebazar/html/dist/create-invoice.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/create-invoice.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:59	40534/40534	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:12%20GMT	http://pixelwibes.com/template/ebazar/html/dist/calendar.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/calendar.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:24:59	61521/61521	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:12%20GMT	http://pixelwibes.com/template/ebazar/html/dist/chat.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/chat.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:00	51119/51119	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/store-locator.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/store-locator.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:00	52532/52532	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:21:44%20GMT	http://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:00	81667/81667	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:12%20GMT	http://pixelwibes.com/template/ebazar/html/dist/admin-profile.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/admin-profile.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:01	41495/41495	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/purchase-plan.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/purchase-plan.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:01	51169/51169	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:12%20GMT	http://pixelwibes.com/template/ebazar/html/dist/charts.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/charts.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:01	62416/62416	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/table.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/table.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:01	52861/52861	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/forms.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/forms.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:02	1210994/1210994	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/icon.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/icon.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:03	102172/102172	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:12%20GMT	http://pixelwibes.com/template/ebazar/html/dist/contact.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/contact.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:03	51931/51931	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/todo-list.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/todo-list.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:03	41027/41027	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/help.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/help.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:03	626/626	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2018:08:16%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/flag/GB.png	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/flag/GB.png	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:04	111/111	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2018:08:16%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/flag/DE.png	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/flag/DE.png	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:04	110/110	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2018:08:16%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/flag/FR.png	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/flag/FR.png	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:04	110/110	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2018:08:16%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/flag/IT.png	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/flag/IT.png	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:04	108/108	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2018:08:16%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/flag/RU.png	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/flag/RU.png	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:04	22567/22567	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Sep%202023%2018:08:18%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar1.svg	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar1.svg	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:05	9348/9348	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Sep%202023%2018:08:18%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar3.svg	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar3.svg	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:05	9725/9725	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Sep%202023%2018:08:18%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar5.svg	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar5.svg	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:05	20569/20569	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Sep%202023%2018:08:18%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar6.svg	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar6.svg	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:06	9269/9269	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Sep%202023%2018:08:18%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar7.svg	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar7.svg	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:06	9727/9727	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Sep%202023%2018:08:16%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/profile_av.svg	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/profile_av.svg	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:07	5854/5854	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2018:08:24%20GMT	http://pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-signin.html	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-signin.html	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:07	5296/5296	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202023%2018:08:16%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-1.jpg	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-1.jpg	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:07	5296/5296	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202023%2018:08:16%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-2.jpg	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-2.jpg	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:07	5296/5296	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202023%2018:08:16%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-3.jpg	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-3.jpg	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:08	5296/5296	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202023%2018:08:16%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-4.jpg	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-4.jpg	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:09	6691/6691	---M-Z	200	added ('OK')	text/javascript	etag:%222ba160a-1a23-605ba252c9a80-gzip%22	http://pixelwibes.com/template/ebazar/html/js/template.js	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/js/template.js	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:10	10595/10595	---M-Z	200	added ('OK')	text/javascript	etag:%222ba1607-2963-605ba252c9a80-gzip%22	http://pixelwibes.com/template/ebazar/html/js/page/index.js	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/js/page/index.js	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:11	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5f-7918%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	C:/Users/johnm/Desktop/eeb/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from http://pixelwibes.com/template/ebazar/html/dist/assets/css/ebazar.style.min.css)
02:25:12	60859/60859	---M-Z	200	added ('OK')	text/css	etag:W/%22edbb-Du3MPQ7GnRobCfGvnAP4Uqb5QVI%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.3.0/font/bootstrap-icons.css	C:/Users/johnm/Desktop/eeb/cdn.jsdelivr.net/npm/bootstrap-icons@1.3.0/font/bootstrap-icons.css	(from http://pixelwibes.com/template/ebazar/html/dist/assets/css/ebazar.style.min.css)
02:25:13	100992/100992	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2018:27:58%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/bundles/dataTables.bundle.js	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/bundles/dataTables.bundle.js	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:16	183171/183171	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2018:27:54%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/bundles/libscripts.bundle.js	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/bundles/libscripts.bundle.js	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:25:31	506250/506250	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2018:27:56%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/bundles/apexcharts.bundle.js	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/bundles/apexcharts.bundle.js	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
02:27:07	1094407/1094407	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/fonts/icofont/fonts/icofont.eot	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/fonts/icofont/fonts/icofont.eot	(from http://pixelwibes.com/template/ebazar/html/dist/assets/css/ebazar.style.min.css)
02:27:08	1094407/1094407	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/fonts/icofont/fonts/icofont.eot?	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/fonts/icofont/fonts/icofontd41d.eot	(from http://pixelwibes.com/template/ebazar/html/dist/assets/css/ebazar.style.min.css)
02:27:36	2363341/2363341	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Sep%202023%2018:08:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/fonts/icofont/fonts/icofont.svg	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/fonts/icofont/fonts/icofont.svg	(from http://pixelwibes.com/template/ebazar/html/dist/assets/css/ebazar.style.min.css)
02:27:36	4274/4274	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Sep%202023%2018:08:24%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/plugin/nouislider/nouislider.min.css	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/plugin/nouislider/nouislider.min.css	(from http://pixelwibes.com/template/ebazar/html/dist/product-grid.html)
02:27:37	5296/5296	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202023%2018:08:16%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-5.jpg	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-5.jpg	(from http://pixelwibes.com/template/ebazar/html/dist/product-grid.html)
02:27:37	5296/5296	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202023%2018:08:16%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-6.jpg	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-6.jpg	(from http://pixelwibes.com/template/ebazar/html/dist/product-grid.html)
02:27:38	5296/5296	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202023%2018:08:16%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-7.jpg	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-7.jpg	(from http://pixelwibes.com/template/ebazar/html/dist/product-grid.html)
02:27:38	2255/2255	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Sep%202023%2018:08:24%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/plugin/multi-select/css/multi-select.css	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/plugin/multi-select/css/multi-select.css	(from http://pixelwibes.com/template/ebazar/html/dist/product-edit.html)
02:27:38	25376/25376	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2018:08:24%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/plugin/nouislider/nouislider.min.js	C:/Users/johnm/Desktop/eeb/pixelwibes.com/template/ebazar/html/dist/assets/plugin/nouislider/nouislider.min.js	(from http://pixelwibes.com/template/ebazar/html/dist/product-grid.html)
